C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2017-05-06T00:00:00.000Z,-0.8210862874984741,0.8701847195625305,0.34702368753791374,0.2582251983090342,1558,476,0.32562416791915894,0.011597937904298306,0.6999654173851013,57.578558225508324
2017-05-16T00:00:00.000Z,-0.18352730572223663,0.4587317109107971,0.12542484401295995,0.08171120233510074,1558,660,0.11288237571716309,0.0399482436478138,0.23028767108917236,100
2017-05-26T00:00:00.000Z,-0.8742856979370117,1,0.38925137498973156,0.2769913042009462,1558,476,0.4506887197494507,0.01512605044990778,0.6807909607887268,24.399260628465843
2017-06-15T00:00:00.000Z,-0.7443841695785522,1,0.28824171310659946,0.28066304591466584,1558,476,0.2797502875328064,-0.038335490971803665,0.6450530886650085,50.924214417745006
2017-06-25T00:00:00.000Z,-1,1,0.5479736158673683,0.26259633277949723,1558,785,0.6130806803703308,0.3221593499183655,0.7396806478500366,0.7761966364812418
2017-06-30T00:00:00.000Z,-1,1,0.3432597863842308,0.33974274433740365,1558,1023,0.42979350686073303,-0.12492750585079193,0.6969696879386902,29.3457943925234
2017-07-05T00:00:00.000Z,-0.9975816011428833,1,0.5035807902412797,0.27138038807814546,1558,476,0.5751238465309143,0.15320606529712677,0.7405917048454285,8.964879852125698
2017-07-10T00:00:00.000Z,-0.6892163157463074,1,0.3616161029667878,0.2636183390526501,1558,527,0.418743759393692,-0.0007296074763871729,0.6396039724349976,70.1260911736179
2017-07-15T00:00:00.000Z,-0.6050571799278259,1,0.5118964449728811,0.21187932690071373,1558,776,0.564904510974884,0.2797282040119171,0.6879361867904663,1.5345268542199502
2017-07-20T00:00:00.000Z,-0.9376623630523682,1,0.4478032540496831,0.2862570310267663,1558,476,0.5258215665817261,0.0502283088862896,0.7118093371391296,16.081330868761587
2017-07-25T00:00:00.000Z,-0.7625570893287659,0.8211071491241455,0.528011552856714,0.19604800039113757,1558,476,0.5684803128242493,0.39002931118011475,0.6770988702774048,0
2017-07-30T00:00:00.000Z,-1,1,0.5019034485811946,0.24096729843356254,1558,772,0.5667215585708618,0.21830615401268005,0.6978184580802917,4.325699745547073
2017-08-04T00:00:00.000Z,-0.906700611114502,0.9257075190544128,0.48382182743170193,0.22274763487190927,1558,757,0.5334976315498352,0.2728646993637085,0.6666666865348816,1.2484394506866427
2017-08-09T00:00:00.000Z,-1,1,0.3041968647083529,0.31898673121908866,1558,476,0.35331615805625916,-0.08909691125154495,0.6650717854499817,40.11090573012938
2017-08-14T00:00:00.000Z,-1,1,0.40552973174505036,0.2670462205999237,1558,476,0.4749859571456909,0.030108390375971794,0.6575192213058472,16.266173752310525
2017-08-19T00:00:00.000Z,-1,1,0.33007116897569705,0.30197883116500535,1558,593,0.4009852111339569,-0.07329843193292618,0.6363107562065125,25.284974093264246
2017-08-24T00:00:00.000Z,-0.7529793977737427,0.9536109566688538,0.40274219649224446,0.2206007166519822,1558,704,0.447252482175827,0.14280281960964203,0.6076998114585876,5.386416861826693
2017-08-29T00:00:00.000Z,-0.8224163055419922,0.7845582365989685,0.4468851326650626,0.18021060386404145,1558,476,0.4778861403465271,0.3056248128414154,0.6041716933250427,1.7560073937153402
2017-09-03T00:00:00.000Z,-0.9273422360420227,0.744396984577179,0.40273615161805626,0.19221149582368555,1558,476,0.43048807978630066,0.26816457509994507,0.5649642944335938,2.310536044362292
2017-09-08T00:00:00.000Z,-0.7948350310325623,0.7401467561721802,0.3954583442008741,0.1712730397740652,1558,485,0.4191742539405823,0.26143622398376465,0.5541890859603882,0
2017-09-13T00:00:00.000Z,-0.6392045617103577,0.7909389734268188,0.28636274165039566,0.17574207842744186,1558,786,0.3003033399581909,0.13629673421382904,0.47737982869148254,76.29533678756482
2017-09-18T00:00:00.000Z,-0.7633587718009949,0.7130597829818726,0.3616090883347442,0.1715598042256928,1558,476,0.38782522082328796,0.21876263618469238,0.5182587504386902,1.201478743068391
2017-09-23T00:00:00.000Z,-0.321361780166626,0.48069241642951965,0.09280114419101568,0.09202586880654069,1558,476,0.07927896082401276,-0.008778424002230167,0.21947620809078217,96.95009242144175
2017-09-28T00:00:00.000Z,-1,1,0.2670412904078038,0.22848538509082258,1558,608,0.31504106521606445,-0.052173912525177,0.49184727668762207,19.789473684210545
